id,name,parent,created_at,updated_at
1417,ニセルゴリン5mg錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1418,バスクロジル錠 20mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1419,バソゴリンS錠5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1420,バソラックス錠1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1421,バナールN100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1422,パルセキオン錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1423,ビエルゾンS錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1424,ヒデラパール2 2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1425,ヒデルギン錠2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1426,ヒルブリンN錠5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1427,フォスブロック錠250mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1428,フレザニール錠 20mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1429,ポスカール,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1430,ポリスチレンスルホン酸カルシウム,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1431,マリレオンN錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1432,ミグシス錠5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1433,ミタピラリン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1434,メクロサート錠(寿) 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1435,メチル硫酸アメジニウム10mg錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1436,メトロック錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1437,リズマイル錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1438,リズミック錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1439,リズミラート錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1440,リズメリック錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1441,リンブレーン細粒 4%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1442,ルシドリール錠100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1443,レストマートN錠 5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1444,レナジェル錠250mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1445,ミタカ胃腸薬,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1446,動物用新メラーゼ,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1447,サキオン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1448,サペスロン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1449,サルナチン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1450,セエルミート細粒 20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1451,セレキノン細粒 20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1452,セレナメリン細粒 20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1453,テフメチン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1454,トライシー細粒 20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1455,トリキノシン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1456,ナルヒトン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1457,ニチマロン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1458,ネプテン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1459,ピレマイン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1460,ブチキノン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1461,ベーエム錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1462,ペルキシール細粒 20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1463,マストリック錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1464,メブコロン錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1465,メプタート錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1466,メブチット錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1467,リーメント錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1468,「純生」硝ビス,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1469,「純生」乳酸,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1470,アンチビオフィルス細粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1471,エンテロノン-R,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1472,エントモール散,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1473,カグダリンカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1474,カグダリン細粒 0.1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1475,キョウベリン錠100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1476,コレポリーR散,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1477,サロペミードカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1478,タイペミンカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1479,タンニン酸アルブミン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1480,バルギン消泡液 2%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1481,ビオスミン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1482,ビオスリー散,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1483,ビオヂアスミンF-2,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1484,ビオフェルミン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1485,ビオラクチス散,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1486,ビオラクト,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1487,ビスミット「ヒシヤマ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1488,ビフィスゲン 2%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1489,ビフィダー,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1490,ビフラミン末,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1491,フェロベリンA,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1492,フッセンカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1493,フルロンドカプセル1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1494,ベルテッサカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1495,ミヤBM細粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1496,ミルフリーズ-5,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1497,ミロピンカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1498,ラクスパン散1.8%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1499,ラクボン散2%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1500,ラックメロン「イセイ」 2%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
id,name,parent,created_at,updated_at
1501,リーダイA錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1502,レベニン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1503,ローセラミン細粒 0.1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1504,ロスポリア錠 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1505,ロペカルドカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1506,ロペジャスト散 0.05%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1507,ロペナカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1508,ロペミック小児用 0.05%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1509,ロペラミド錠「EMEC」 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1510,ロペランカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1511,ロンバニンカプセル 1mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1512,ベルベリン、塩化ベルベリン錠(ジェイドルフ) 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1513,塩酸ロペラミド0.1%細粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1514,次硝酸ビスマス,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1515,乳酸,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1516,タカベリン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1517,テスミンエース,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1518,デルクリアー,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1519,動物用テスミンS,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1520,イリコロンM錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1521,ビオエンチ,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1522,テスミンヤクルトBL整腸薬,2,2023-04-17 11:08:50,2023-04-17 11:08:50
1523,ガスモチン錠2.5mg、ガスモチン錠5mg、ガスモチン散1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1524,C.M.C.「マルイシ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1525,アジャストAコーワ錠40mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1526,アペリールドライシロップ 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1527,アローゼン,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1528,アロセンド顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1529,カスカラサグラダ流エキス(司生堂),1,2023-04-17 11:08:50,2023-04-17 11:08:50
1530,カルメロースナトリウム,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1531,コンスーベン液 0.75%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1532,シンラック液 0.75%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1533,スナイリンドライシロップ 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1534,スルチミン錠 2.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1535,セチロ,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1536,セネバクール 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1537,セリナリート顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1538,センナリド錠 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1539,センナル錠 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1540,センノサイド液(大正薬品) 2.4%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1541,センノシド錠12mg「フソー」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1542,ソルダナ 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1543,ソルドールE 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1544,チャルドール液 0.75%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1545,バルコーゼ,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1546,パンホデール顆粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1547,ビーマスS錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1548,ピコスルファートナトリウムDS「EMEC」 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1549,ピコスルファットカプセル 2.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1550,ピコスロン錠 2.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1551,ピコダルム顆粒 1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1552,ピコベン錠 2.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1553,ピコルーラカプセル 2.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1554,ピムロ顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1555,ファースルー錠 2.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1556,ファレスタック液 0.75%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1557,フォルセニッド錠12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1558,プルゼニド錠 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1559,プルノサイド錠12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1560,フルレールDS1%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1561,ベルベロン液 0.75%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1562,ペンクルシン錠 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1563,ベンコール,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1564,ラキソセリン液 0.75%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1565,ラキソデート液 0.75%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1566,ラキソロンS錠 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1567,リタセンド 12mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1568,強力バルコゾル,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1569,人工カルルス塩「エビス」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1570,複方カンゾウ散(純生),1,2023-04-17 11:08:50,2023-04-17 11:08:50
1571,複方甘草散「スズ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1572,硫酸カリウム,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1573,硫酸マグネシウム,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1574,L-グルタミン顆粒「ヒシヤマ」 99%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1575,アシノン錠75mg/150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1576,アズクレニンS配合顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1577,アスコンプ細粒25%/50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1578,アズノール細粒(0.4%/1%)アズノール錠2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1579,アズレミン配合細粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1580,アズレン・グルタミン細粒「EMEC」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1581,アズロキサ顆粒 2.5%/アズロキサ錠15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1582,アズレン錠 2mg「ツルハラ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1583,シメチジン細粒20%「タナベ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1584,シメチジン錠 200mg「イセイ」/シメチジン錠 400mg「イセイ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1585,アルクレイン内容液,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1586,アルジオキサ錠100mg「イセイ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1587,アルタットカプセル37.5mg/75mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1588,スクラルファート内用液10%「タイヨー」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1589,アルジオキサ顆粒20%「日医工」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1590,アルロイドG内用液5%、顆粒溶解用67%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1591,アンタゴスチンカプセル50mg/アンタゴスチン細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1592,イサロン錠100mg/イサロン顆粒25%/50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1593,シメチジン錠200mg「TCK」/シメチジン錠400mg「TCK」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1594,ウルグートカプセル 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1595,ウルクゾール配合顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1596,スクラルファート顆粒 90%「トーワ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1597,テプレノン細粒 10%「トーワ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1598,シメチジン錠200mg「YD」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1599,エルグリルカプセル 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1600,オメプラゾール錠10mg「ケミファ」/オメプラゾール錠20mg「ケミファ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1601,スクラルファート細粒 90%「ツルハラ」」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1602,オブランゼ錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1603,オメプラゾール錠10mg「TYK」/オメプラゾール錠20mg「TYK」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1604,オメプラゾール錠「トーワ」10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1605,オメプロトン錠10mg/20mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1606,オメプラゾール錠10mg「日医工」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1607,ファモチジン錠20mg「NP」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1608,ガスセプト散10%/20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1609,ファモチジン錠10mg「TBP」/ファモチジン錠20mg「TBP」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1610,ファモチジン OD 錠 20mg「日新」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1611,ファモチジンOD錠10mg「オーハラ」/ファモチジンOD錠20mg「オーハラ」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1612,キャベジンUコーワ配合散,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1613,ファモチジンOD錠10mg「ファイザー」/ファモチジンOD錠20mg「ファイザー」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1614,グリマック顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1615,グリモール,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1616,グルマール顆粒 70%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1617,グロリアミン顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1618,ケイチール 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1619,ゲシュウル,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1620,ゲファニールカプセル100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1621,ゲファルト細粒 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1622,ゲファルナートC(ツルハラ) 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1623,ゲファルナートS(ツルハラ) 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1624,ケミガスチン錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1625,ケラモ錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1626,ゲルナー 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1627,ケルナック細粒 8%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1628,コサイチル顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1629,コバルノン細粒 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1630,コランチル顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1631,サイトテック錠100 100μg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1632,ザメック錠150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1633,サンメール内用液,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1634,シーグル錠 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1635,シバメットカプセル 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1636,シメロン 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1637,シューアルミン 90%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1638,シルカーゼット錠 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1639,スコーウエ細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1640,スターセル錠 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1641,スタマクリットカプセル50 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1642,スタンゾームカプセル15 15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1643,ストガー錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1644,ストマチジン細粒40%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1645,ストマルコンD錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1646,スプロチン錠 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1647,スペサニール錠 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1648,セオトタック錠150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1649,セスファルコ細粒 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1650,セダガストン顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1651,セトミノン細粒 5%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1652,セフタックカプセル50 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1653,セループカプセル50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1654,セループ細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1655,セルテプノン細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1656,セルパスカプセル 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1657,セルベックスカプセル50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1658,セレガスロン錠2 2mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1659,ソファルコン細粒10%「タイヨー」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1660,ソルドロン細粒 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1661,ソルニラートカプセル100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1662,ソロファール細粒 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1663,ソロンカプセル100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1664,タイプロトンカプセル15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1665,タカミジンC細粒 20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1666,タケプロンOD錠15 15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1667,タピゾールカプセル15 15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1668,ダンカート錠 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1669,ダンスール錠200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1670,チーカプト細粒20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1671,チオスター錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1672,チオスペン錠 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1673,チザノンカプセル150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1674,チスタメット細粒20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1675,ツナルミン細粒 90%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1676,ツルデック75mg錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1677,ツルピネート,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1678,テプレノンカプセル50mg「OHARA」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1679,デムナロンカプセル 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1680,テルペノンカプセル50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1681,トーピリドカプセル 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1682,トーワズレン顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1683,トファルコンカプセル100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1684,ドルセンカプセル150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1685,トロキシン細粒 20%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1686,ニザチジンカプセル150mg「OHARA」,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1687,ニザチンカプセル150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1688,ニザテノンカプセル150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1689,ニザトリックカプセル75mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1690,ニザノンカプセル150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1691,ニザメルクカプセル150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1692,ニチマールカプセル 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1693,ネオ・ユモール末,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1694,ノイエルカプセル 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1695,ノズレン細粒 0.4%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1696,ハットスカー錠150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1697,パランコン細粒10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1698,パリエット錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1699,パングリーンP,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1700,ヒズレンS顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1701,ピリカップル 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1702,ピン錠 25mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1703,ファソレミン細粒 10%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1704,ファモガストD錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1705,ファモスタジンD錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1706,ファルジン錠200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1707,ブラウリベラ錠150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1708,フラマーゲン顆粒 50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1709,プララース錠 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1710,プロゴーギュD錠20mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1711,ブロスターM錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1712,プロテカジン錠10 10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1713,プロマックD錠75 75mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1714,プロミド錠 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1715,ベスタス 50%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1716,ポドニンS顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1717,マーゲノールカプセル 50mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1718,マドカロン顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1719,マナミンGA顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1720,マレイン酸イルソグラジン0.8%細粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1721,ミタプリド錠 0.5mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1722,ムコスタ錠100 100mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1723,ムッテルミン顆粒 90%,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1724,メサドリン-S顆粒,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1725,メサフィリン錠,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1726,モミアロン錠10mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1727,ライタジン錠150 150mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1728,ラクマーゼカプセル 200mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
1729,ラソプランカプセル15mg,1,2023-04-17 11:08:50,2023-04-17 11:08:50
